sentence,video_path
speak softly,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (3).MP4
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (5).MP4
do not be stubborn,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not be stubborn\stubborn (4).MP4
take care of yourself,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (3).MP4
i need water,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 7.MP4
i do not mean it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean.MP4
bring water for me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\bring water for me\bring water for me (5).MP4
now onwards he will never hurt you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt.MP4
had your food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\had your food\food (5).MP4
wear the shirt,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt.MP4
i really appreciate it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (6).MP4
i am feeling bored,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (5).MP4
serve the food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (4).MP4
"you do anything, i do not care","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\donotcare.MP4"
how can i trust you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (3).MP4
nice to meet you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (3).MP4
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good.MP4
pour some more water into the glass,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (5).MP4
i enjoyed a lot,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoy (2).MP4
do not hurt me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\hurt me (2).MP4
this place is beautiful,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful (2).MP4
do not be stubborn,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not be stubborn\stubborn (2).MP4
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (3).MP4
i am fine. thank you sir,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (3).MP4
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (5).MP4
i am not really sure,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (2).MP4
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (3).MP4"
i am in dilemma what to do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma.MP4
i am feeling cold,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (3).MP4
do not hurt me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\hurt.MP4
do not abuse him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not abuse him\abuse (4).MP4
take care of yourself,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\Take care (2).MP4
i do not like it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate it.MP4
i got hurt,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (5).MP4
can you repeat that please,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can you repeat that please\can you repeat that please (1).MP4
now onwards he will never hurt you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (4).MP4
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (4).MP4
i am crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (5).MP4
i somehow got to know about it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (3).MP4
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (3).MP4
i am not really sure,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (4).MP4
wear the shirt,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (4).MP4
it was nice chatting with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6724.MP4
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (2).MP4
speak softly,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly.MP4
i like you i love you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6682.MP4
nice to meet you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (5).MP4
i am (age),C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (2).MP4
how can i help you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (5).MP4
i am (age),C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (4).MP4
that is so kind of you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6396.MP4
he is going into the room,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room.MP4
try to understand,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand.MP4
had your food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\had your food\food (4).MP4
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (3).MP4
serve the food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve 1.MP4
i am tired,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (3).MP4
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad 1.MP4
hi how are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (5).MP4
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine.MP4"
can i help you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can i help you\help.MP4
i am not really sure,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\MVI_6546.MP4
do not worry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not worry\worry (3).MP4
he she is my friend,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (4).MP4
i really appreciate it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (3).MP4
take care of yourself,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care.MP4
where are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (4).MP4
he is on the way,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (4).MP4
